"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 09:59:52 GMT 2022","Wed Sep 28 09:59:55 GMT 2022","2850","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Wed Sep 28 09:58:48 GMT 2022","Wed Sep 28 09:58:51 GMT 2022","2864","chromium","","Redmine.org","","","should go to register page",""
"passed","Wed Sep 28 09:59:21 GMT 2022","Wed Sep 28 09:59:24 GMT 2022","3691","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Wed Sep 28 09:59:24 GMT 2022","Wed Sep 28 09:59:32 GMT 2022","7449","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Wed Sep 28 09:59:11 GMT 2022","Wed Sep 28 09:59:17 GMT 2022","5531","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Wed Sep 28 09:58:54 GMT 2022","Wed Sep 28 09:58:58 GMT 2022","4546","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Wed Sep 28 09:59:55 GMT 2022","Wed Sep 28 09:59:57 GMT 2022","2579","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Wed Sep 28 09:58:51 GMT 2022","Wed Sep 28 09:58:54 GMT 2022","2719","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Wed Sep 28 09:59:57 GMT 2022","Wed Sep 28 10:00:03 GMT 2022","5861","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Wed Sep 28 10:00:03 GMT 2022","Wed Sep 28 10:00:15 GMT 2022","12072","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Wed Sep 28 09:59:32 GMT 2022","Wed Sep 28 09:59:46 GMT 2022","14708","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Wed Sep 28 09:58:58 GMT 2022","Wed Sep 28 09:59:09 GMT 2022","10994","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Wed Sep 28 09:59:17 GMT 2022","Wed Sep 28 09:59:21 GMT 2022","3759","firefox","","Redmine.org","","","should go to register page",""
"passed","Wed Sep 28 09:59:49 GMT 2022","Wed Sep 28 09:59:52 GMT 2022","3214","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Wed Sep 28 09:58:45 GMT 2022","Wed Sep 28 09:58:48 GMT 2022","3216","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
