"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 11:49:06 GMT 2022","Fri Oct 14 11:49:08 GMT 2022","2141","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Fri Oct 14 11:50:02 GMT 2022","Fri Oct 14 11:50:05 GMT 2022","3296","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Fri Oct 14 11:49:40 GMT 2022","Fri Oct 14 11:49:53 GMT 2022","13296","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Fri Oct 14 11:49:08 GMT 2022","Fri Oct 14 11:49:13 GMT 2022","4298","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Fri Oct 14 11:49:55 GMT 2022","Fri Oct 14 11:49:58 GMT 2022","3044","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Fri Oct 14 11:49:58 GMT 2022","Fri Oct 14 11:50:01 GMT 2022","2217","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Fri Oct 14 11:50:05 GMT 2022","Fri Oct 14 11:50:15 GMT 2022","10110","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Fri Oct 14 11:49:33 GMT 2022","Fri Oct 14 11:49:36 GMT 2022","2911","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Fri Oct 14 11:49:01 GMT 2022","Fri Oct 14 11:49:03 GMT 2022","2486","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Fri Oct 14 11:49:36 GMT 2022","Fri Oct 14 11:49:40 GMT 2022","4422","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Fri Oct 14 11:49:30 GMT 2022","Fri Oct 14 11:49:33 GMT 2022","3013","firefox","","Redmine.org","","","should go to register page",""
"passed","Fri Oct 14 11:50:01 GMT 2022","Fri Oct 14 11:50:02 GMT 2022","1560","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Fri Oct 14 11:49:25 GMT 2022","Fri Oct 14 11:49:30 GMT 2022","4909","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Fri Oct 14 11:49:13 GMT 2022","Fri Oct 14 11:49:23 GMT 2022","10509","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Fri Oct 14 11:49:03 GMT 2022","Fri Oct 14 11:49:06 GMT 2022","2746","chromium","","Redmine.org","","","should go to register page",""
