"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 18 09:10:24 GMT 2022","Sun Sep 18 09:10:29 GMT 2022","4580","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:11:00 GMT 2022","Sun Sep 18 09:11:03 GMT 2022","2997","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:10:14 GMT 2022","Sun Sep 18 09:10:20 GMT 2022","5871","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:11:07 GMT 2022","Sun Sep 18 09:11:18 GMT 2022","11522","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Sun Sep 18 09:09:54 GMT 2022","Sun Sep 18 09:09:59 GMT 2022","5023","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:10:52 GMT 2022","Sun Sep 18 09:10:56 GMT 2022","4311","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:09:50 GMT 2022","Sun Sep 18 09:09:54 GMT 2022","3134","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:10:29 GMT 2022","Sun Sep 18 09:10:36 GMT 2022","6569","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:10:56 GMT 2022","Sun Sep 18 09:11:00 GMT 2022","3907","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Sun Sep 18 09:09:47 GMT 2022","Sun Sep 18 09:09:50 GMT 2022","3678","chromium","","Redmine.org","","","should go to register page",""
"passed","Sun Sep 18 09:09:43 GMT 2022","Sun Sep 18 09:09:47 GMT 2022","3764","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:09:59 GMT 2022","Sun Sep 18 09:10:12 GMT 2022","13316","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Sun Sep 18 09:11:03 GMT 2022","Sun Sep 18 09:11:07 GMT 2022","3928","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:10:20 GMT 2022","Sun Sep 18 09:10:24 GMT 2022","4462","firefox","","Redmine.org","","","should go to register page",""
"passed","Sun Sep 18 09:10:36 GMT 2022","Sun Sep 18 09:10:49 GMT 2022","13395","firefox","","Redmine.org","","","should registration with credentials",""
