"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 11 11:47:36 GMT 2022","Tue Oct 11 11:47:42 GMT 2022","5110","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:48:43 GMT 2022","Tue Oct 11 11:48:46 GMT 2022","3213","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:47:33 GMT 2022","Tue Oct 11 11:47:36 GMT 2022","3348","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:48:54 GMT 2022","Tue Oct 11 11:49:05 GMT 2022","11876","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:48:05 GMT 2022","Tue Oct 11 11:48:09 GMT 2022","4036","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:48:49 GMT 2022","Tue Oct 11 11:48:54 GMT 2022","4321","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:47:42 GMT 2022","Tue Oct 11 11:47:54 GMT 2022","12569","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:47:30 GMT 2022","Tue Oct 11 11:47:33 GMT 2022","3495","chromium","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:47:26 GMT 2022","Tue Oct 11 11:47:30 GMT 2022","3442","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:48:46 GMT 2022","Tue Oct 11 11:48:49 GMT 2022","2906","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:48:16 GMT 2022","Tue Oct 11 11:48:31 GMT 2022","15083","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:48:34 GMT 2022","Tue Oct 11 11:48:43 GMT 2022","8872","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:48:01 GMT 2022","Tue Oct 11 11:48:05 GMT 2022","3847","firefox","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:47:56 GMT 2022","Tue Oct 11 11:48:01 GMT 2022","5033","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:48:09 GMT 2022","Tue Oct 11 11:48:16 GMT 2022","7083","firefox","","Redmine.org","","","should registration with empty credentials",""
