"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 11 11:58:05 GMT 2022","Tue Oct 11 11:58:08 GMT 2022","2800","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:58:14 GMT 2022","Tue Oct 11 11:58:28 GMT 2022","13723","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:57:31 GMT 2022","Tue Oct 11 11:57:34 GMT 2022","2860","chromium","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:57:57 GMT 2022","Tue Oct 11 11:58:02 GMT 2022","4934","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:58:41 GMT 2022","Tue Oct 11 11:58:52 GMT 2022","10532","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:57:44 GMT 2022","Tue Oct 11 11:57:55 GMT 2022","10723","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:57:28 GMT 2022","Tue Oct 11 11:57:31 GMT 2022","2919","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:58:34 GMT 2022","Tue Oct 11 11:58:36 GMT 2022","2235","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:58:38 GMT 2022","Tue Oct 11 11:58:41 GMT 2022","3061","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:57:34 GMT 2022","Tue Oct 11 11:57:36 GMT 2022","2378","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:58:36 GMT 2022","Tue Oct 11 11:58:38 GMT 2022","2451","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:58:30 GMT 2022","Tue Oct 11 11:58:34 GMT 2022","3506","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:58:02 GMT 2022","Tue Oct 11 11:58:05 GMT 2022","3758","firefox","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:58:08 GMT 2022","Tue Oct 11 11:58:14 GMT 2022","6221","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:57:36 GMT 2022","Tue Oct 11 11:57:44 GMT 2022","8089","chromium","","Redmine.org","","","should registration with empty credentials",""
