"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 18 09:45:30 GMT 2022","Sun Sep 18 09:45:33 GMT 2022","2578","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Sun Sep 18 09:44:07 GMT 2022","Sun Sep 18 09:44:19 GMT 2022","11414","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Sun Sep 18 09:44:20 GMT 2022","Sun Sep 18 09:44:25 GMT 2022","4190","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:44:25 GMT 2022","Sun Sep 18 09:44:28 GMT 2022","3478","firefox","","Redmine.org","","","should go to register page",""
"passed","Sun Sep 18 09:45:38 GMT 2022","Sun Sep 18 09:45:49 GMT 2022","10916","Google Chrome","","Redmine.org","","","should registration with credentials",""
"passed","Sun Sep 18 09:45:27 GMT 2022","Sun Sep 18 09:45:30 GMT 2022","2721","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:45:14 GMT 2022","Sun Sep 18 09:45:25 GMT 2022","11566","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Sun Sep 18 09:45:35 GMT 2022","Sun Sep 18 09:45:38 GMT 2022","2962","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:45:07 GMT 2022","Sun Sep 18 09:45:14 GMT 2022","7086","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:45:33 GMT 2022","Sun Sep 18 09:45:35 GMT 2022","2458","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:44:04 GMT 2022","Sun Sep 18 09:44:07 GMT 2022","3822","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Sun Sep 18 09:43:55 GMT 2022","Sun Sep 18 09:43:58 GMT 2022","2981","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Sun Sep 18 09:44:01 GMT 2022","Sun Sep 18 09:44:04 GMT 2022","2495","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:44:28 GMT 2022","Sun Sep 18 09:44:31 GMT 2022","3003","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Sun Sep 18 09:43:58 GMT 2022","Sun Sep 18 09:44:01 GMT 2022","2704","chromium","","Redmine.org","","","should go to register page",""
