"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 11 11:56:03 GMT 2022","Tue Oct 11 11:56:07 GMT 2022","3712","Google Chrome","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:55:19 GMT 2022","Tue Oct 11 11:55:23 GMT 2022","4462","firefox","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:56:01 GMT 2022","Tue Oct 11 11:56:03 GMT 2022","2619","Google Chrome","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:55:14 GMT 2022","Tue Oct 11 11:55:19 GMT 2022","4607","firefox","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:54:48 GMT 2022","Tue Oct 11 11:54:52 GMT 2022","3434","chromium","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:55:49 GMT 2022","Tue Oct 11 11:55:58 GMT 2022","8591","Google Chrome","","Redmine.org","","","title should be ""Overview - Redmine""",""
"passed","Tue Oct 11 11:54:55 GMT 2022","Tue Oct 11 11:54:57 GMT 2022","2464","chromium","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:55:58 GMT 2022","Tue Oct 11 11:56:01 GMT 2022","2613","Google Chrome","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:55:29 GMT 2022","Tue Oct 11 11:55:34 GMT 2022","4924","firefox","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:55:34 GMT 2022","Tue Oct 11 11:55:47 GMT 2022","13603","firefox","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:55:23 GMT 2022","Tue Oct 11 11:55:29 GMT 2022","5513","firefox","","Redmine.org","","","should verify menu on main page",""
"passed","Tue Oct 11 11:54:52 GMT 2022","Tue Oct 11 11:54:55 GMT 2022","3057","chromium","","Redmine.org","","","should go to register page",""
"passed","Tue Oct 11 11:55:02 GMT 2022","Tue Oct 11 11:55:13 GMT 2022","11230","chromium","","Redmine.org","","","should registration with credentials",""
"passed","Tue Oct 11 11:54:57 GMT 2022","Tue Oct 11 11:55:02 GMT 2022","4190","chromium","","Redmine.org","","","should registration with empty credentials",""
"passed","Tue Oct 11 11:56:07 GMT 2022","Tue Oct 11 11:56:18 GMT 2022","10980","Google Chrome","","Redmine.org","","","should registration with credentials",""
